MODULE;NIVEAU;;;;QUESTIONS;;;REPONSES;;;;;;;;;;;;;;;;;;;;;;;
Nom du module; A quel niveau appartient cette question ?;Nom du niveau;Message d'entrée;Message de sortie;Question;Niveau de difficulté;Type de jeu;Bonne réponse;Check réponse;Reponse 1;Reponse 2;Reponse 3;Reponse 4;Reponse 5;Reponse 6;Reponse 7;Reponse 8;;;;;;;;;;;;;;
Financement;2;Modèle économique;Avant de vouloir financer votre concept, posons-nous la question de sa viabilité, bref, regardons de plus près son modèle économique !;Vous avez compris ! S'appuyer sur un modèle économique viable premet de s'assurer de la santé financière de votre entreprise. Avec cela, générer du chiffre d'affaire n'a plus de secret pour vous !;Lorsqu'on souhaite créer un modèle économique, on le fait en prenant en compte ...;Facile;Quizz;4;OK;Les coûts associés;Les recettes générées;Le durée d'utilisation du financement;Toutes les réponses;;;;;;;;;;;;;;;;;;
Financement;2;Modèle économique;Avant de vouloir financer votre concept, posons-nous la question de sa viabilité, bref, regardons de plus près son modèle économique !;Vous avez compris ! S'appuyer sur un modèle économique viable premet de s'assurer de la santé financière de votre entreprise. Avec cela, générer du chiffre d'affaire n'a plus de secret pour vous !;Quand on vend à un consommateur, on parle de B2C, quand on vend à une entreprise on parle de B2B, quand on vend au gouvernement, on parle de B2G.;Moyen;Phrase à trous;1,2,3;OK;B2C;B2B;B2G;B2D;;;;;;;;;;;;;;;;;;
Financement;2;Modèle économique;Avant de vouloir financer votre concept, posons-nous la question de sa viabilité, bref, regardons de plus près son modèle économique !;Vous avez compris ! S'appuyer sur un modèle économique viable premet de s'assurer de la santé financière de votre entreprise. Avec cela, générer du chiffre d'affaire n'a plus de secret pour vous !;Que signifie l'acronyme BMC ?;Facile;Quizz;1;OK;Business Model Canvas;Banque Mondiale du Commerce;Bureau de Mise en Concurrence;Bureau Maritime Casamançais;;;;;;;;;;;;;;;;;;
Financement;2;Modèle économique;Avant de vouloir financer votre concept, posons-nous la question de sa viabilité, bref, regardons de plus près son modèle économique !;Vous avez compris ! S'appuyer sur un modèle économique viable premet de s'assurer de la santé financière de votre entreprise. Avec cela, générer du chiffre d'affaire n'a plus de secret pour vous !;Canal de distribution;Moyen;Nuage de mots;1,2,3,4;#REF!;Site internet;Magasin;Vendeur de rue;Porte-à-porte;Supermarché;Radio;Webinaire;Affiche;;;;;;;;;;;;;;
Financement;2;Modèle économique;Avant de vouloir financer votre concept, posons-nous la question de sa viabilité, bref, regardons de plus près son modèle économique !;Vous avez compris ! S'appuyer sur un modèle économique viable premet de s'assurer de la santé financière de votre entreprise. Avec cela, générer du chiffre d'affaire n'a plus de secret pour vous !;Partenaire;Moyen;Nuage de mots;1,2,3,4;OK;Ecole;Gouvernement;Média;Fournisseur;Mentor;Famille;Continent;Employé;;;;;;;;;;;;;;
Financement;2;Modèle économique;Avant de vouloir financer votre concept, posons-nous la question de sa viabilité, bref, regardons de plus près son modèle économique !;Vous avez compris ! S'appuyer sur un modèle économique viable premet de s'assurer de la santé financière de votre entreprise. Avec cela, générer du chiffre d'affaire n'a plus de secret pour vous !;Ressource;Facile;Nuage de mots;1,2,3,4,5;OK;Humaine;Immobilière;Financière;Technologique;Intellectuelle;Spatiale;Agricole;Amicale;;;;;;;;;;;;;;
Financement;2;Modèle économique;Avant de vouloir financer votre concept, posons-nous la question de sa viabilité, bref, regardons de plus près son modèle économique !;Vous avez compris ! S'appuyer sur un modèle économique viable premet de s'assurer de la santé financière de votre entreprise. Avec cela, générer du chiffre d'affaire n'a plus de secret pour vous !;bmc.jpg;Moyen;1 image 4 mots;1;OK;Business Model Canvas;Scrabble;Value Proposition Canvas;Mind Map;;;;;;;;;;;;;;;;;;
Financement;2;Modèle économique;Avant de vouloir financer votre concept, posons-nous la question de sa viabilité, bref, regardons de plus près son modèle économique !;Vous avez compris ! S'appuyer sur un modèle économique viable premet de s'assurer de la santé financière de votre entreprise. Avec cela, générer du chiffre d'affaire n'a plus de secret pour vous !;Coûts;Facile;Nuage de mots;1,2,3,4,5;OK;Achats;Impôts;Salaire;Loyer;Communication;Entreprise;Leadership;Bonne humeur;;;;;;;;;;;;;;
Financement;2;Modèle économique;Avant de vouloir financer votre concept, posons-nous la question de sa viabilité, bref, regardons de plus près son modèle économique !;Vous avez compris ! S'appuyer sur un modèle économique viable premet de s'assurer de la santé financière de votre entreprise. Avec cela, générer du chiffre d'affaire n'a plus de secret pour vous !;Revenus;Facile;Nuage de mots;1,2,3,4;OK;Ventes;Subventions;Défiscalisation;Investissement;Formation;Teambuilding;Salaire;Bénéfices;;;;;;;;;;;;;;
Financement;2;Modèle économique;Avant de vouloir financer votre concept, posons-nous la question de sa viabilité, bref, regardons de plus près son modèle économique !;Vous avez compris ! S'appuyer sur un modèle économique viable premet de s'assurer de la santé financière de votre entreprise. Avec cela, générer du chiffre d'affaire n'a plus de secret pour vous !;Dépenses;Facile;Pendu;NA;OK; ;;;;;;;;;;;;;;;;;;;;;
Financement;2;Modèle économique;Avant de vouloir financer votre concept, posons-nous la question de sa viabilité, bref, regardons de plus près son modèle économique !;Vous avez compris ! S'appuyer sur un modèle économique viable premet de s'assurer de la santé financière de votre entreprise. Avec cela, générer du chiffre d'affaire n'a plus de secret pour vous !;Une fois le besoin évalué et chiffré, la première chose à faire est d'aller trouver un investisseur.;Facile;Quizz;2;OK;Vrai ;Faux;;;;;;;;;;;;;;;;;;;;
Financement;2;Modèle économique;Avant de vouloir financer votre concept, posons-nous la question de sa viabilité, bref, regardons de plus près son modèle économique !;Vous avez compris ! S'appuyer sur un modèle économique viable premet de s'assurer de la santé financière de votre entreprise. Avec cela, générer du chiffre d'affaire n'a plus de secret pour vous !;Financement;Moyen;Nuage de mots;1,2,3,4,5;OK;Participatif;Tontine;Banque;Levée de fond;Subvention;Remboursement;Partenariat;Clientèle;;;;;;;;;;;;;;
Financement;2;Modèle économique;Avant de vouloir financer votre concept, posons-nous la question de sa viabilité, bref, regardons de plus près son modèle économique !;Vous avez compris ! S'appuyer sur un modèle économique viable premet de s'assurer de la santé financière de votre entreprise. Avec cela, générer du chiffre d'affaire n'a plus de secret pour vous !;leveedefonds.jpg;Moyen;1 image 4 mots;1;OK;Levée de fonds;épicerie;Escalier;FCFA;;;;;;;;;;;;;;;;;;
Financement;2;Modèle économique;Avant de vouloir financer votre concept, posons-nous la question de sa viabilité, bref, regardons de plus près son modèle économique !;Vous avez compris ! S'appuyer sur un modèle économique viable premet de s'assurer de la santé financière de votre entreprise. Avec cela, générer du chiffre d'affaire n'a plus de secret pour vous !;Crowdfunding;Difficile;Pendu;NA;OK; ;;;;;;;;;;;;;;;;;;;;;
Financement;3;Plan d'affaire;Une fois le modèle établi, il s'agit de le projeter dans le temps afin de convaincre de potentiels financeurs qui auront tout à y gagner !;Bien vu ! Vous avez opté pour une voie qui correspond à votre projet et qui maximise vos chances de remplir vos objectifs.;Modéliser;Facile;Pendu;NA;KO;;;;;;;;;;;;;;;;;;;;;;
Financement;3;Plan d'affaire;Une fois le modèle établi, il s'agit de le projeter dans le temps afin de convaincre de potentiels financeurs qui auront tout à y gagner !;Bien vu ! Vous avez opté pour une voie qui correspond à votre projet et qui maximise vos chances de remplir vos objectifs.;Le rôle d’un business plan est de ...;Difficile;Quizz;1;OK;formuler des hypothèses convaincantes;valider des conclusions satisfaisantes;trouver des solutions innovantes;poser des questions pertinentes;;;;;;;;;;;;;;;;;;
Financement;3;Plan d'affaire;Une fois le modèle établi, il s'agit de le projeter dans le temps afin de convaincre de potentiels financeurs qui auront tout à y gagner !;Bien vu ! Vous avez opté pour une voie qui correspond à votre projet et qui maximise vos chances de remplir vos objectifs.;Qui va lire votre business plan ?;Moyen;Quizz;1;OK;Jury du pitch;Comité de décision;Analyste des calculs;Toutes les réponses;;;;;;;;;;;;;;;;;;
Financement;3;Plan d'affaire;Une fois le modèle établi, il s'agit de le projeter dans le temps afin de convaincre de potentiels financeurs qui auront tout à y gagner !;Bien vu ! Vous avez opté pour une voie qui correspond à votre projet et qui maximise vos chances de remplir vos objectifs.;Quand est-ce que l'on a pas besoin d'un business plan ?;Moyen;Quizz;1;OK;Idéation;Développement;Mise à l'échelle;Levée de fond;;;;;;;;;;;;;;;;;;
Financement;3;Plan d'affaire;Une fois le modèle établi, il s'agit de le projeter dans le temps afin de convaincre de potentiels financeurs qui auront tout à y gagner !;Bien vu ! Vous avez opté pour une voie qui correspond à votre projet et qui maximise vos chances de remplir vos objectifs.;deck.png;Moyen;1 image 4 mots;1;OK;Visuel inspirant;Calculs précis;Présentation chargée;Audience endormie;;;;;;;;;;;;;;;;;;
Financement;3;Plan d'affaire;Une fois le modèle établi, il s'agit de le projeter dans le temps afin de convaincre de potentiels financeurs qui auront tout à y gagner !;Bien vu ! Vous avez opté pour une voie qui correspond à votre projet et qui maximise vos chances de remplir vos objectifs.;Un outils à prioriser pour la conception d’un business plan;Moyen;Quizz;1;OK;Excel pour faire des calculs précis;Word pour expliquer avec des mots;Google pour faire des recherches;Whatsapp pour communiquer;;;;;;;;;;;;;;;;;;
Financement;3;Plan d'affaire;Une fois le modèle établi, il s'agit de le projeter dans le temps afin de convaincre de potentiels financeurs qui auront tout à y gagner !;Bien vu ! Vous avez opté pour une voie qui correspond à votre projet et qui maximise vos chances de remplir vos objectifs.;Parmi les hypothèses ci-dessous, laquelle correspond à un business plan ?;Difficile;Quizz;1;OK;Si vous investissez X FCFA, je vais les dépenser pour faire Y et dans 5 ans je vous donnerai Z;Si vous me donnez X FCFA, je vais dépenser Y FCFA pour une usine et Z FCFA pour recruter du personnel;Si je me finance à hauteur de X FCFA, je devrai gagner Y FCFA pour me rembourser;Si mon oncle me finance avec X FCFA, je pourrai le rembourser dans 5 ans;;;;;;;;;;;;;;;;;;
Financement;3;Plan d'affaire;Une fois le modèle établi, il s'agit de le projeter dans le temps afin de convaincre de potentiels financeurs qui auront tout à y gagner !;Bien vu ! Vous avez opté pour une voie qui correspond à votre projet et qui maximise vos chances de remplir vos objectifs.;Business Plan;Difficile;Nuage de mots;1,2,3,4,5;OK;Concept;Concurrence;Stratégie;Equipe;Prévisions financières;Innovation;Formation;Flyer;;;;;;;;;;;;;;
Financement;3;Plan d'affaire;Une fois le modèle établi, il s'agit de le projeter dans le temps afin de convaincre de potentiels financeurs qui auront tout à y gagner !;Bien vu ! Vous avez opté pour une voie qui correspond à votre projet et qui maximise vos chances de remplir vos objectifs.;convaincre.jpg;Moyen;1 image 4 mots;1;OK;Convaincre;Innover;Acheter;Soumettre;;;;;;;;;;;;;;;;;;
Financement;4;Recherche de financement;Vous rentrez dans le vif du sujet car il faut maintenant convraincre pour valoriser toute la réflexion que vous avez mené jusqu'alors.;Excellent travail, vos efforts ont payé, vous avez su obtenir de votre campagne de financement l'objectif tant attendu !;Les institutions publiques financent souvent de jeunes entreprises grâce à des concours ou des subventions;Facile;Quizz;1;OK;Vrai;Faux;;;;;;;;;;;;;;;;;;;;
Financement;4;Recherche de financement;Vous rentrez dans le vif du sujet car il faut maintenant convraincre pour valoriser toute la réflexion que vous avez mené jusqu'alors.;Excellent travail, vos efforts ont payé, vous avez su obtenir de votre campagne de financement l'objectif tant attendu !;Quand un investisseur souhaite injecter des fonds dans votre projet d'entreprise, il le fait souvent en échange de ...;Moyen;Quizz;1;OK;participation au capital ;glaces gratuites toute l'année;montants d'intérêts mensuels;publicité;;;;;;;;;;;;;;;;;;
Financement;4;Recherche de financement;Vous rentrez dans le vif du sujet car il faut maintenant convraincre pour valoriser toute la réflexion que vous avez mené jusqu'alors.;Excellent travail, vos efforts ont payé, vous avez su obtenir de votre campagne de financement l'objectif tant attendu !;Les banques peuvent apporter des fonds à tous les stades de développement d'un projet, cela se fait généralement sous forme de ...;Moyen;Quizz;1;OK;Crédit;chèque;orange money;billets de 5000 FCFA;;;;;;;;;;;;;;;;;;
Financement;4;Recherche de financement;Vous rentrez dans le vif du sujet car il faut maintenant convraincre pour valoriser toute la réflexion que vous avez mené jusqu'alors.;Excellent travail, vos efforts ont payé, vous avez su obtenir de votre campagne de financement l'objectif tant attendu !;Le microcrédit est une source de financement qui accorde des prêts de faible montant à des structures qui n’ont pas accès aux services bancaires;Facile;Quizz;1;OK;Vrai;Faux;;;;;;;;;;;;;;;;;;;;
Financement;4;Recherche de financement;Vous rentrez dans le vif du sujet car il faut maintenant convraincre pour valoriser toute la réflexion que vous avez mené jusqu'alors.;Excellent travail, vos efforts ont payé, vous avez su obtenir de votre campagne de financement l'objectif tant attendu !;Les options de financement sont plus ou moins adaptées en fonction du stade de développement d’une entreprise.;Facile;Quizz;1;OK;Vrai ;Faux;;;;;;;;;;;;;;;;;;;;
Financement;4;Recherche de financement;Vous rentrez dans le vif du sujet car il faut maintenant convraincre pour valoriser toute la réflexion que vous avez mené jusqu'alors.;Excellent travail, vos efforts ont payé, vous avez su obtenir de votre campagne de financement l'objectif tant attendu !;Pour financer le démarrage de votre entreprise, quelle option est à privilégier ?;Moyen;Quizz;1;OK;Le financement personnel ou de vos proche;Une levée de fonds avec des investisseurs;;;;;;;;;;;;;;;;;;;;
Financement;4;Recherche de financement;Vous rentrez dans le vif du sujet car il faut maintenant convraincre pour valoriser toute la réflexion que vous avez mené jusqu'alors.;Excellent travail, vos efforts ont payé, vous avez su obtenir de votre campagne de financement l'objectif tant attendu !;Pour les gros investissements (machine, équipement, nouveau local) il est préférable d’aller vers ...;Difficile;Quizz;2;OK;sa famille et ses proches;les banques ;le microcrédit;le sponsoring;;;;;;;;;;;;;;;;;;
Financement;4;Recherche de financement;Vous rentrez dans le vif du sujet car il faut maintenant convraincre pour valoriser toute la réflexion que vous avez mené jusqu'alors.;Excellent travail, vos efforts ont payé, vous avez su obtenir de votre campagne de financement l'objectif tant attendu !;On ne peut concevoir un business plan s’il ne répond pas à un objectif précis.;Facile;Quizz;1;OK;Vrai;Faux;;;;;;;;;;;;;;;;;;;;
Financement;4;Recherche de financement;Vous rentrez dans le vif du sujet car il faut maintenant convraincre pour valoriser toute la réflexion que vous avez mené jusqu'alors.;Excellent travail, vos efforts ont payé, vous avez su obtenir de votre campagne de financement l'objectif tant attendu !;Rentabilité;Moyen;Pendu;NA;OK; ;;;;;;;;;;;;;;;;;;;;;
Financement;4;Recherche de financement;Vous rentrez dans le vif du sujet car il faut maintenant convraincre pour valoriser toute la réflexion que vous avez mené jusqu'alors.;Excellent travail, vos efforts ont payé, vous avez su obtenir de votre campagne de financement l'objectif tant attendu !;Partenariat;Facile;Pendu;NA;OK; ;;;;;;;;;;;;;;;;;;;;;
Financement;4;Recherche de financement;Vous rentrez dans le vif du sujet car il faut maintenant convraincre pour valoriser toute la réflexion que vous avez mené jusqu'alors.;Excellent travail, vos efforts ont payé, vous avez su obtenir de votre campagne de financement l'objectif tant attendu !;Pour anticiper les recherches de financement ultérieur, la plupart des entrepreneurs à succès se font accompagner dès le début par;Moyen;Quizz;1;OK;un expert comptable;un infographe;un juriste;un chef de projet;;;;;;;;;;;;;;;;;;
Financement;5;Gestion du financement;Attention, obtenir un financement n'est pas une fin en soi, encore faut-il le gérer correctement pour s'assurer qu'il remplisse bien les objectifs attendus !;Bravo, vous êtes maintenant un gestionnaire aguerri, prêt à développer votre activité avec les outils de financement à disposition. Selon vous, quelle sera la prochaine étape ?;Le principal défaut d’un financement par des investisseurs est ...;Moyen;Quizz;1;OK;La réduction du pouvoir de décision;la quantité de travail;le faible montant de la levée de fonds;la lenteur des négociations;;;;;;;;;;;;;;;;;;
Financement;5;Gestion du financement;Attention, obtenir un financement n'est pas une fin en soi, encore faut-il le gérer correctement pour s'assurer qu'il remplisse bien les objectifs attendus !;Bravo, vous êtes maintenant un gestionnaire aguerri, prêt à développer votre activité avec les outils de financement à disposition. Selon vous, quelle sera la prochaine étape ?;Expertise financière;Moyen;Nuage de mots;1,2,3,4,5;OK;Comptabilité;Statistiques;Traçabilité;Estimation;Etude de marché;Instinct;Valeur de marque;Immobilier;;;;;;;;;;;;;;
Financement;5;Gestion du financement;Attention, obtenir un financement n'est pas une fin en soi, encore faut-il le gérer correctement pour s'assurer qu'il remplisse bien les objectifs attendus !;Bravo, vous êtes maintenant un gestionnaire aguerri, prêt à développer votre activité avec les outils de financement à disposition. Selon vous, quelle sera la prochaine étape ?;comptabilite.jpg;Facile;1 image 4 mots;NA;OK; ;;;;;;;;;;;;;;;;;;;;;
Financement;5;Gestion du financement;Attention, obtenir un financement n'est pas une fin en soi, encore faut-il le gérer correctement pour s'assurer qu'il remplisse bien les objectifs attendus !;Bravo, vous êtes maintenant un gestionnaire aguerri, prêt à développer votre activité avec les outils de financement à disposition. Selon vous, quelle sera la prochaine étape ?;Vous avez un surplus de trésorerie, que faites vous ?;Facile;Quizz;1;OK;J'éparge ou je réinvestis;Je gâte mon équipe;J'augmente mon salaire;Je pars en voyage;;;;;;;;;;;;;;;;;;
Financement;5;Gestion du financement;Attention, obtenir un financement n'est pas une fin en soi, encore faut-il le gérer correctement pour s'assurer qu'il remplisse bien les objectifs attendus !;Bravo, vous êtes maintenant un gestionnaire aguerri, prêt à développer votre activité avec les outils de financement à disposition. Selon vous, quelle sera la prochaine étape ?;A quelle période je dois payer mes impôts ?;Moyen;Quizz;1;OK;Avant Mai;Avant Janvier;Avant Septembre;Avant Juin;;;;;;;;;;;;;;;;;;
Financement;5;Gestion du financement;Attention, obtenir un financement n'est pas une fin en soi, encore faut-il le gérer correctement pour s'assurer qu'il remplisse bien les objectifs attendus !;Bravo, vous êtes maintenant un gestionnaire aguerri, prêt à développer votre activité avec les outils de financement à disposition. Selon vous, quelle sera la prochaine étape ?;Quel est le risque financier si vous ne payez pas vos impôts ?;Moyen;Quizz;4;OK;Redressement judiciaire;Ressources humaines;Accès limité au marché;Toutes les réponses;;;;;;;;;;;;;;;;;;
Financement;5;Gestion du financement;Attention, obtenir un financement n'est pas une fin en soi, encore faut-il le gérer correctement pour s'assurer qu'il remplisse bien les objectifs attendus !;Bravo, vous êtes maintenant un gestionnaire aguerri, prêt à développer votre activité avec les outils de financement à disposition. Selon vous, quelle sera la prochaine étape ?;Le financement peut autant permettre d'investir que de financer l'activité de l'entreprise.;Facile;Quizz;1;OK;Vrai ;Faux;;;;;;;;;;;;;;;;;;;;
