MODULE;NIVEAU;;;;QUESTIONS;;;REPONSES;;;;;;;;;;;;;;;;;;;;;;;
Nom du module; A quel niveau appartient cette question ?;Nom du niveau;Message d'entrée;Message de sortie;Question;Niveau de difficulté;Type de jeu;Bonne réponse;Check réponse;Reponse 1;Reponse 2;Reponse 3;Reponse 4;Reponse 5;Reponse 6;Reponse 7;Reponse 8;;;;;;;;;;;;;;
COMMUNICATION;3;Les différentes façons de communiquer;Tout comme l'être humain, l'entreprise peut communiquer de différentes façons pour toucher son audience.;En ouvrant de nouveaux canaux de communication, vous avez élargi votre base de clientèle, ce sont donc de nouvelles commandes qui viennent encore faire grandir votre chiffre d'affaire !;recepteur.jpg;Moyen;1 image 4 mots;2;OK;Bonhomme;Récepteur;Conversation;Enfants;;;;;;;;;;;;;;;;;;
COMMUNICATION;3;Les différentes façons de communiquer;Tout comme l'être humain, l'entreprise peut communiquer de différentes façons pour toucher son audience.;En ouvrant de nouveaux canaux de communication, vous avez élargi votre base de clientèle, ce sont donc de nouvelles commandes qui viennent encore faire grandir votre chiffre d'affaire !;émetteur.jpg;Moyen;1 image 4 mots;2;OK;Discussion;Émetteur;Dialogue;Personnages;;;;;;;;;;;;;;;;;;
COMMUNICATION;3;Les différentes façons de communiquer;Tout comme l'être humain, l'entreprise peut communiquer de différentes façons pour toucher son audience.;En ouvrant de nouveaux canaux de communication, vous avez élargi votre base de clientèle, ce sont donc de nouvelles commandes qui viennent encore faire grandir votre chiffre d'affaire !;canauxdecommunication.jpg;Facile;1 image 4 mots;2;OK;Réunion;Canaux de communication;Réseautage;Plateforme;;;;;;;;;;;;;;;;;;
COMMUNICATION;3;Les différentes façons de communiquer;Tout comme l'être humain, l'entreprise peut communiquer de différentes façons pour toucher son audience.;En ouvrant de nouveaux canaux de communication, vous avez élargi votre base de clientèle, ce sont donc de nouvelles commandes qui viennent encore faire grandir votre chiffre d'affaire !;omnicanal.jpg;Moyen;1 image 4 mots;1;OK;Omnicanal;Plateforme;Réseau;Clic;;;;;;;;;;;;;;;;;;
COMMUNICATION;3;Les différentes façons de communiquer;Tout comme l'être humain, l'entreprise peut communiquer de différentes façons pour toucher son audience.;En ouvrant de nouveaux canaux de communication, vous avez élargi votre base de clientèle, ce sont donc de nouvelles commandes qui viennent encore faire grandir votre chiffre d'affaire !;Canal de communication;Moyen;Nuage de mots;1,2,3,4,5;OK;Télévision;Radio;Réseaux sociaux;WhatsApp;Bouche à oreille;Journaliste;Banque;Clé USB;;;;;;;;;;;;;;
COMMUNICATION;4;Les résultats d'une bonne stratégie de communication;Vos actions de communication doivent s'orchestrer autour d'un même message pour créer de la compréhension de la part des nouveaux clients et de la confiance chez vos clients existants !;Votre marque est désormais une référence dans votre secteur, vous avez su gérer une telle confiance chez vos client qu'ils commandent de plus en plus chez vous, bien joué !;Quel est l'élément visuel qui est au cœur de la stratégie de communication;Moyen;Quizz;1;OK;Le logo;Le slogan;Le portrait du CEO;Une photo des locaux;;;;;;;;;;;;;;;;;;
COMMUNICATION;4;Les résultats d'une bonne stratégie de communication;Vos actions de communication doivent s'orchestrer autour d'un même message pour créer de la compréhension de la part des nouveaux clients et de la confiance chez vos clients existants !;Votre marque est désormais une référence dans votre secteur, vous avez su gérer une telle confiance chez vos client qu'ils commandent de plus en plus chez vous, bien joué !;Quel indicateur ne  permet pas de suivre l'impact direct de son effort de communication ? ;Moyen;Quizz;4;OK;Vues et likes sur Facebook;Taux d'ouverture d'une newsletter;Evolution du chiffre d'affaire;Nombre d'employés;;;;;;;;;;;;;;;;;;
COMMUNICATION;4;Les résultats d'une bonne stratégie de communication;Vos actions de communication doivent s'orchestrer autour d'un même message pour créer de la compréhension de la part des nouveaux clients et de la confiance chez vos clients existants !;Votre marque est désormais une référence dans votre secteur, vous avez su gérer une telle confiance chez vos client qu'ils commandent de plus en plus chez vous, bien joué !;Pourquoi dit-on d'une marque qu'elle est forte ?;Moyen;Quizz;1;OK;Elle est citée rapidement comme référence;Elle inspire confiance;Elle a un joli logo;Son CEO est extrêmement beau ;;;;;;;;;;;;;;;;;;
COMMUNICATION;4;Les résultats d'une bonne stratégie de communication;Vos actions de communication doivent s'orchestrer autour d'un même message pour créer de la compréhension de la part des nouveaux clients et de la confiance chez vos clients existants !;Votre marque est désormais une référence dans votre secteur, vous avez su gérer une telle confiance chez vos client qu'ils commandent de plus en plus chez vous, bien joué !;Sur quel élément de communication s'appuient à la fois les supermarchés et les candidats à la présidentielle ?;Difficile;Quizz;2;OK;Une cible très large;Des campagnes de communication;Des promotions;Le portrait de leur président;;;;;;;;;;;;;;;;;;
COMMUNICATION;4;Les résultats d'une bonne stratégie de communication;Vos actions de communication doivent s'orchestrer autour d'un même message pour créer de la compréhension de la part des nouveaux clients et de la confiance chez vos clients existants !;Votre marque est désormais une référence dans votre secteur, vous avez su gérer une telle confiance chez vos client qu'ils commandent de plus en plus chez vous, bien joué !;strategiedecommunication.jpg;Moyen;1 image 4 mots;2;OK;Réunion;Stratégie de communication;Collaboration;Collaboration;;;;;;;;;;;;;;;;;;
COMMUNICATION;4;Les résultats d'une bonne stratégie de communication;Vos actions de communication doivent s'orchestrer autour d'un même message pour créer de la compréhension de la part des nouveaux clients et de la confiance chez vos clients existants !;Votre marque est désormais une référence dans votre secteur, vous avez su gérer une telle confiance chez vos client qu'ils commandent de plus en plus chez vous, bien joué !;marque.jpg;Facile;1 image 4 mots;2;OK;Magasins;Marques;Produits;Objets;;;;;;;;;;;;;;;;;;
COMMUNICATION;4;Les résultats d'une bonne stratégie de communication;Vos actions de communication doivent s'orchestrer autour d'un même message pour créer de la compréhension de la part des nouveaux clients et de la confiance chez vos clients existants !;Votre marque est désormais une référence dans votre secteur, vous avez su gérer une telle confiance chez vos client qu'ils commandent de plus en plus chez vous, bien joué !;e-Performance;Difficile;Nuage de mots;1,2,3,4,5;OK;Nombre de vues;Nombre de likes;Nombre de clics;Nombre de followers;Chiffre d'affaire;Nombre d'articles;Longueur des pages;Partenariats;;;;;;;;;;;;;;
COMMUNICATION;5;Ce que change le digital dans la communication;Les multiples outils numériques sur lesquels nous passons notre temps sont de nouveaux terrains de jeu pour la communication des entreprises, les connaissez-vous bien ?;C'est en vous appuyant sur le digital que vous avez réussi à piloter votre activité et optimiser le parcours de vos clients, c'est tellement simple qu'ils achètent en quelques clics !;Les réseaux sociaux permettent de dialoguer avec les clients grâce aux …;Moyen;Quizz;1;OK;Communautés;Vidéos;Publicités ciblées;Revenus additionnels;;;;;;;;;;;;;;;;;;
COMMUNICATION;5;Ce que change le digital dans la communication;Les multiples outils numériques sur lesquels nous passons notre temps sont de nouveaux terrains de jeu pour la communication des entreprises, les connaissez-vous bien ?;C'est en vous appuyant sur le digital que vous avez réussi à piloter votre activité et optimiser le parcours de vos clients, c'est tellement simple qu'ils achètent en quelques clics !;Les contenus les plus efficaces au 21ème siècle sont les …;Facile;Quizz;1;OK;Vidéos;Musiques;Textes;Photos;;;;;;;;;;;;;;;;;;
COMMUNICATION;5;Ce que change le digital dans la communication;Les multiples outils numériques sur lesquels nous passons notre temps sont de nouveaux terrains de jeu pour la communication des entreprises, les connaissez-vous bien ?;C'est en vous appuyant sur le digital que vous avez réussi à piloter votre activité et optimiser le parcours de vos clients, c'est tellement simple qu'ils achètent en quelques clics !;Pour mesurer l’impact d’une communication digitale, on peut utiliser …;Facile;Quizz;1;OK;Les données générées par les internautes;Les emojis;Adobe Photoshop;La reconnaissance faciale;;;;;;;;;;;;;;;;;;
COMMUNICATION;5;Ce que change le digital dans la communication;Les multiples outils numériques sur lesquels nous passons notre temps sont de nouveaux terrains de jeu pour la communication des entreprises, les connaissez-vous bien ?;C'est en vous appuyant sur le digital que vous avez réussi à piloter votre activité et optimiser le parcours de vos clients, c'est tellement simple qu'ils achètent en quelques clics !;Quels outils permettent de cibler efficacement les internautes en fonction de leur comportement ?;Moyen;Quizz;1;OK;Facebook Ads, Google Adwords, etc;Adobe Photoshop, Illustrator;WhatsApp, Messenger;Microsoft Powerpoint, Word, Excel;;;;;;;;;;;;;;;;;;
COMMUNICATION;5;Ce que change le digital dans la communication;Les multiples outils numériques sur lesquels nous passons notre temps sont de nouveaux terrains de jeu pour la communication des entreprises, les connaissez-vous bien ?;C'est en vous appuyant sur le digital que vous avez réussi à piloter votre activité et optimiser le parcours de vos clients, c'est tellement simple qu'ils achètent en quelques clics !;intelligenceartificielle.jpg;Moyen;1 image 4 mots;2;OK;Big Data;Intelligence Artificielle;Robotique;Electronique;;;;;;;;;;;;;;;;;;
COMMUNICATION;5;Ce que change le digital dans la communication;Les multiples outils numériques sur lesquels nous passons notre temps sont de nouveaux terrains de jeu pour la communication des entreprises, les connaissez-vous bien ?;C'est en vous appuyant sur le digital que vous avez réussi à piloter votre activité et optimiser le parcours de vos clients, c'est tellement simple qu'ils achètent en quelques clics !;innover.jpg;Facile;1 image 4 mots;3;OK;Grimper;Escalader;Innover;Idéation;;;;;;;;;;;;;;;;;;
COMMUNICATION;5;Ce que change le digital dans la communication;Les multiples outils numériques sur lesquels nous passons notre temps sont de nouveaux terrains de jeu pour la communication des entreprises, les connaissez-vous bien ?;C'est en vous appuyant sur le digital que vous avez réussi à piloter votre activité et optimiser le parcours de vos clients, c'est tellement simple qu'ils achètent en quelques clics !;Communication digitale;Moyen;Nuage de mots;1,2,3,4,5;OK;Community manager;Post;Email;Contenus;Données;Gestion du stress;Impression;Réunion;;;;;;;;;;;;;;
COMMUNICATION;6;La communication pour un entrepreneur;Pour un entrepreneur la communication est un pilier de la croissance car elle permet de gagner des clients mais également de recevoir des commentaires précieux pour améliorer le produit.;Lorsque vous prenez la parole, on voit que votre startup est inspirante mais également connectée au besoin des clients, vos efforts de communication vous rendent rudement compétitifs vis-à-vis de la concurrence !;Quel(s) effort(s) de communication un entrepreneur doit prioriser ?;Moyen;Quizz;4;OK;Faire connaître sa marque;Expliquer comment son projet fonctionne;Prouver que le projet va générer beaucoup d'argent;Cela dépend de la cible visée;;;;;;;;;;;;;;;;;;
COMMUNICATION;6;La communication pour un entrepreneur;Pour un entrepreneur la communication est un pilier de la croissance car elle permet de gagner des clients mais également de recevoir des commentaires précieux pour améliorer le produit.;Lorsque vous prenez la parole, on voit que votre startup est inspirante mais également connectée au besoin des clients, vos efforts de communication vous rendent rudement compétitifs vis-à-vis de la concurrence !;Organiser des événement permet à un entrepreneur de …;Facile;Quizz;1;OK;Matérialiser le projet et créer une communauté.;Générer beaucoup de revenus;Faire la fête;Trouver des idées innovantes;;;;;;;;;;;;;;;;;;
COMMUNICATION;6;La communication pour un entrepreneur;Pour un entrepreneur la communication est un pilier de la croissance car elle permet de gagner des clients mais également de recevoir des commentaires précieux pour améliorer le produit.;Lorsque vous prenez la parole, on voit que votre startup est inspirante mais également connectée au besoin des clients, vos efforts de communication vous rendent rudement compétitifs vis-à-vis de la concurrence !;La communication est autant un outil de diffusion de message qu'un moyen de …;Moyen;Quizz;1;OK;Récolter des retours de clients;Vendre les recettes de sa grand-mère;Générer de nouveaux revenus;Trouver des financements;;;;;;;;;;;;;;;;;;
COMMUNICATION;6;La communication pour un entrepreneur;Pour un entrepreneur la communication est un pilier de la croissance car elle permet de gagner des clients mais également de recevoir des commentaires précieux pour améliorer le produit.;Lorsque vous prenez la parole, on voit que votre startup est inspirante mais également connectée au besoin des clients, vos efforts de communication vous rendent rudement compétitifs vis-à-vis de la concurrence !;Le CEO génère de la confiance autour du projet grâce à …;Moyen;Quizz;1;OK;son enthousiasme et sa capacité à communiquer;sa rigueur et son expertise ;son réseau de partenaires;tout ce qui est au dessus mais surtout sa capacité à communiquer;;;;;;;;;;;;;;;;;;
COMMUNICATION;6;La communication pour un entrepreneur;Pour un entrepreneur la communication est un pilier de la croissance car elle permet de gagner des clients mais également de recevoir des commentaires précieux pour améliorer le produit.;Lorsque vous prenez la parole, on voit que votre startup est inspirante mais également connectée au besoin des clients, vos efforts de communication vous rendent rudement compétitifs vis-à-vis de la concurrence !;perseverance.jpg;Facile;1 image 4 mots;4;OK;Détermination;Sol;Fissure;Persévérance;;;;;;;;;;;;;;;;;;
COMMUNICATION;6;La communication pour un entrepreneur;Pour un entrepreneur la communication est un pilier de la croissance car elle permet de gagner des clients mais également de recevoir des commentaires précieux pour améliorer le produit.;Lorsque vous prenez la parole, on voit que votre startup est inspirante mais également connectée au besoin des clients, vos efforts de communication vous rendent rudement compétitifs vis-à-vis de la concurrence !;leader.jpg;Facile;1 image 4 mots;3;OK;Diriger;Exploiter;Leader;Ami;;;;;;;;;;;;;;;;;;
COMMUNICATION;6;La communication pour un entrepreneur;Pour un entrepreneur la communication est un pilier de la croissance car elle permet de gagner des clients mais également de recevoir des commentaires précieux pour améliorer le produit.;Lorsque vous prenez la parole, on voit que votre startup est inspirante mais également connectée au besoin des clients, vos efforts de communication vous rendent rudement compétitifs vis-à-vis de la concurrence !;pitch.jpg;Moyen;1 image 4 mots;3;OK;Panel;Confrontation;Pitch;Réunion;;;;;;;;;;;;;;;;;;
COMMUNICATION;6;La communication pour un entrepreneur;Pour un entrepreneur la communication est un pilier de la croissance car elle permet de gagner des clients mais également de recevoir des commentaires précieux pour améliorer le produit.;Lorsque vous prenez la parole, on voit que votre startup est inspirante mais également connectée au besoin des clients, vos efforts de communication vous rendent rudement compétitifs vis-à-vis de la concurrence !;Pitch 1mn;Difficile;Nuage de mots;1,2,3,4,5;OK;One liner;Problème;Solution;Besoins;Prochaines étapes;Lieu;Gestion du stress;Tenue;;;;;;;;;;;;;;
